ID	D1	D2
C3S6O823	0.27444	0.02152
C3S6O824	0.28455	0.02152
C3S6O825	0.29465	0.01815
C3S6O826	0.28791	0.01478
C3S6O827	0.28118	0.01141
C3S6O828	0.28118	0.01815
C3S6O829	0.27781	0.01815
C3S6O830	0.26771	0.01815
C3S6O831	0.26098	0.01815
C3S6O832	0.26098	0.01815
C3S6O833	0.25424	0.01815
C3S6O834	0.27108	0.01141
C3S6O835	0.27781	0.01478
C3S6O836	0.26771	0.01141
C3S6O837	0.26098	0.01141
C3S6O838	0.26098	0.01478
C3S6O839	0.26771	0.01141
C3S6O840	0.26771	0.01478
C3S6O841	0.28118	0.01478
C3S6O842	0.28455	0.01141
C3S6O843	0.29465	0.01141
C3S6O844	0.31822	0.02488
C3S6O845	0.30811	0.02488
C3S6O846	0.30475	0.02152
C3S6O847	0.29465	0.01815
C3S6O848	0.28791	0.01478
C3S6O849	0.27781	0.01478
C3S6O850	0.27444	0.01478
C3S6O851	0.26098	0.01478
C3S6O852	0.25761	0.02488
C3S6O853	0.24414	0.02825
C3S6O854	0.24077	0.03162
C3S6O855	0.25088	0.03162
C3S6O856	0.28118	0.02825
C3S6O857	0.29128	0.02825
C3S6O858	0.28455	0.02152
C3S6O859	0.27781	0.01141
C3S6O860	0.26434	0.01141
C3S6O861	0.26434	0.01141
C3S6O862	0.27108	0.00805
C3S6O863	0.28455	0.00805
C3S6O864	0.27781	0.00805
C3S6O865	0.29801	0.02152
C3S6O866	0.28118	0.02152
C3S6O867	0.25424	0.02152
C3S6O868	0.30138	0.01815
C3S6O869	0.31148	0.02152
C3S6O870	0.29465	0.01478
C3S6O871	0.28455	0.01141
C3S6O872	0.29801	0.01141
C3S6O873	0.30138	0.01478
C3S6O874	0.30475	0.01478
C3S6O875	0.31148	0.02488
C3S6O876	0.26434	0.02825
C3S6O877	0.28791	0.01478
C3S6O878	0.28791	0.02152
C3S6O879	0.30811	0.02152
C3S6O880	0.33505	0.03162
C3S6O881	0.32832	0.02488
C3S6O882	0.31822	0.01815
C3S6O883	0.31148	0.01478
C3S6O884	0.30138	0.01141
C3S6O885	0.31148	0.02152
C3S6O886	0.32495	0.02488
C3S6O887	0.31485	0.02825
C3S6O888	0.32158	0.02825
C3S6O889	0.33168	0.03162
C3S6O890	0.32495	0.03162
C3S6O891	0.33168	0.03162
C3S6O892	0.31822	0.02152
C3S6O893	0.31148	0.02152
C3S6O894	0.30138	0.01815
C3S6O895	0.30475	0.01815
C3S6O896	0.31148	0.01815
C3S6O897	0.32158	0.02488
C3S6O898	0.33168	0.03498
C3S6O899	0.30475	0.02152
C3S6O900	0.28791	0.01478
C3S6O901	0.29128	0.01815
C3S6O902	0.28118	0.01815
C3S6O903	0.28791	0.00805
C3S6O904	0.29465	0.00805
C3S6O905	0.29128	0.01478
