ID	a0	a1
1111	1.25256	-2.2784
1112	1.30026	-2.26305
1113	1.34783	-2.24672
1114	1.39524	-2.22939
1115	1.44248	-2.21107
1116	1.48952	-2.19176
1117	1.53634	-2.17146
1118	1.58293	-2.15017
1119	1.62925	-2.12789
1120	1.6753	-2.10463
1121	1.72104	-2.08039
1122	1.76647	-2.05516
1123	1.81155	-2.02896
1124	1.85627	-2.00179
1125	1.90061	-1.97365
1126	1.94454	-1.94454
1127	1.98805	-1.91448
1128	2.03112	-1.88347
1129	2.07372	-1.85151
1130	2.11583	-1.81862
1131	2.15744	-1.78479
1132	2.19852	-1.75003
1133	2.23905	-1.71436
1134	2.27902	-1.67778
1135	2.3184	-1.64031
1136	2.35718	-1.60194
1137	2.39533	-1.56269
1138	2.43284	-1.52257
1139	2.46968	-1.48159
1140	2.50583	-1.43975
1141	2.54129	-1.39709
1142	2.57602	-1.35359
1143	2.61002	-1.30928
1144	2.64325	-1.26417
1145	2.67571	-1.21826
1146	2.70738	-1.17159
1147	2.73823	-1.12415
1148	2.76825	-1.07596
1149	2.79743	-1.02704
1150	2.82574	-0.977395
1151	2.85317	-0.927051
1152	2.8797	-0.876019
1153	2.90532	-0.824315
1154	2.93001	-0.771955
1155	2.95376	-0.718957
1156	2.97655	-0.665337
1157	2.99836	-0.611113
1158	3.01918	-0.556302
1159	3.03899	-0.500922
1160	3.05779	-0.444993
1161	3.07556	-0.388533
1162	3.09228	-0.331561
1163	3.10794	-0.274096
1164	3.12253	-0.216158
1165	3.13603	-0.157767
1166	3.14845	-0.098944
1167	3.15975	-0.039709
1168	3.16994	0.019918
1169	3.179	0.079914
1170	3.18692	0.140258
1171	3.19369	0.20093
1172	3.1993	0.261906
1173	3.20374	0.323165
1174	3.20701	0.384684
1175	3.2091	0.446441
1176	3.20999	0.508412
1177	3.20968	0.570575
1178	3.20817	0.632907
1179	3.20544	0.695383
1180	3.20149	0.757981
1181	3.19632	0.820677
1182	3.18993	0.883446
1183	3.18229	0.946264
1184	3.17342	1.00911
1185	3.16331	1.07195
1186	3.15195	1.13477
1187	3.13935	1.19754
1188	3.12549	1.26024
1189	3.11038	1.32284
1190	3.09402	1.38532
1191	3.07641	1.44765
1192	3.05755	1.50981
1193	3.03743	1.57176
1194	3.01605	1.6335
1195	2.99343	1.69498
1196	2.96956	1.75619
1197	2.94444	1.8171
1198	2.91808	1.87769
1199	2.89047	1.93793
1200	2.86163	1.99779
1201	2.83156	2.05725
1202	2.80026	2.11628
1203	2.76774	2.17487
1204	2.734	2.23297
1205	2.69905	2.29058
1206	2.66289	2.34766
1207	2.62555	2.40418
1208	2.58701	2.46014
1209	2.5473	2.51549
1210	2.50641	2.57021
1211	2.46437	2.62429
1212	2.42117	2.67769
1213	2.37684	2.73039
1214	2.33138	2.78237
1215	2.2848	2.8336
1216	2.23711	2.88407
1217	2.18833	2.93374
1218	2.13847	2.98259
1219	2.08755	3.0306
1220	2.03557	3.07775
1221	1.98256	3.12401
1222	1.92852	3.16937
1223	1.87348	3.2138
1224	1.81744	3.25727
1225	1.76043	3.29977
1226	1.70246	3.34127
1227	1.64356	3.38176
1228	1.58372	3.42122
1229	1.52299	3.45961
1230	1.46136	3.49693
1231	1.39887	3.53315
1232	1.33554	3.56826
1233	1.27137	3.60222
1234	1.2064	3.63504
1235	1.14064	3.66668
1236	1.07412	3.69713
1237	1.00685	3.72637
1238	0.938859	3.75439
1239	0.870171	3.78116
1240	0.800806	3.80668
1241	0.730787	3.83092
1242	0.660139	3.85387
1243	0.588884	3.87551
1244	0.517048	3.89584
1245	0.444654	3.91483
1246	0.371728	3.93247
1247	0.298294	3.94875
1248	0.224379	3.96365
1249	0.150007	3.97717
1250	0.075205	3.98929
1251	0	4
1252	-0.075582	4.00929
1253	-0.151515	4.01714
1254	-0.22777	4.02356
1255	-0.30432	4.02852
1256	-0.381139	4.03203
1257	-0.458197	4.03406
1258	-0.535467	4.03462
1259	-0.61292	4.0337
1260	-0.690529	4.03129
1261	-0.768263	4.02738
1262	-0.846095	4.02197
1263	-0.923996	4.01505
1264	-1.00193	4.00662
1265	-1.07988	3.99668
1266	-1.15781	3.98522
1267	-1.23569	3.97224
1268	-1.31349	3.95773
1269	-1.39119	3.9417
1270	-1.46874	3.92414
1271	-1.54612	3.90506
1272	-1.62331	3.88445
1273	-1.70027	3.86232
1274	-1.77696	3.83866
1275	-1.85337	3.81348
1276	-1.92946	3.78678
1277	-2.0052	3.75856
1278	-2.08056	3.72883
1279	-2.15551	3.69759
1280	-2.23002	3.66485
1281	-2.30406	3.63061
1282	-2.37759	3.59488
1283	-2.4506	3.55766
1284	-2.52305	3.51897
1285	-2.59491	3.4788
1286	-2.66615	3.43717
1287	-2.73673	3.3941
1288	-2.80664	3.34957
1289	-2.87585	3.30362
1290	-2.94431	3.25625
1291	-3.01201	3.20746
1292	-3.07891	3.15728
1293	-3.14499	3.10571
1294	-3.21021	3.05277
1295	-3.27456	2.99848
1296	-3.33799	2.94284
1297	-3.40049	2.88587
1298	-3.46203	2.82759
1299	-3.52257	2.76801
1300	-3.5821	2.70715
1301	-3.64058	2.64503
1302	-3.69798	2.58167
1303	-3.75429	2.51708
1304	-3.80948	2.45128
1305	-3.86351	2.38429
1306	-3.91638	2.31614
1307	-3.96804	2.24684
1308	-4.01848	2.17641
1309	-4.06766	2.10488
1310	-4.11558	2.03226
1311	-4.1622	1.95858
1312	-4.20751	1.88387
1313	-4.25147	1.80815
1314	-4.29407	1.73143
1315	-4.33529	1.65375
1316	-4.3751	1.57513
1317	-4.41348	1.4956
1318	-4.45041	1.41517
1319	-4.48588	1.33389
1320	-4.51986	1.25177
1321	-4.55234	1.16884
1322	-4.58329	1.08513
1323	-4.61271	1.00067
1324	-4.64056	0.915489
1325	-4.66683	0.829609
1326	-4.69152	0.743064
1327	-4.7146	0.655882
1328	-4.73605	0.568093
1329	-4.75587	0.479729
1330	-4.77403	0.390819
1331	-4.79053	0.301394
1332	-4.80535	0.211487
1333	-4.81848	0.121127
1334	-4.8299	0.030348
1335	-4.83962	-0.06082
1336	-4.84761	-0.152342
1337	-4.85386	-0.244187
1338	-4.85837	-0.336322
1339	-4.86113	-0.428714
1340	-4.86213	-0.521329
1341	-4.86136	-0.614133
1342	-4.85882	-0.707093
1343	-4.85449	-0.800175
1344	-4.84838	-0.893344
1345	-4.84048	-0.986567
1346	-4.83079	-1.07981
1347	-4.81929	-1.17304
1348	-4.806	-1.26621
1349	-4.7909	-1.3593
1350	-4.77399	-1.45227
1351	-4.75528	-1.54508
1352	-4.73477	-1.63771
1353	-4.71244	-1.73011
1354	-4.68832	-1.82225
1355	-4.66239	-1.91409
1356	-4.63466	-2.0056
1357	-4.60514	-2.09674
1358	-4.57382	-2.18748
1359	-4.54071	-2.27779
1360	-4.50583	-2.36762
1361	-4.46916	-2.45694
1362	-4.43073	-2.54573
1363	-4.39054	-2.63393
1364	-4.34859	-2.72152
1365	-4.30489	-2.80847
1366	-4.25946	-2.89473
1367	-4.21231	-2.98028
1368	-4.16344	-3.06507
1369	-4.11287	-3.14908
1370	-4.06061	-3.23227
1371	-4.00667	-3.3146
1372	-3.95107	-3.39605
1373	-3.89381	-3.47658
1374	-3.83493	-3.55616
1375	-3.77442	-3.63474
1376	-3.71231	-3.71231
1377	-3.64862	-3.78883
1378	-3.58335	-3.86426
1379	-3.51654	-3.93857
1380	-3.4482	-4.01173
1381	-3.37835	-4.08372
1382	-3.307	-4.1545
1383	-3.23419	-4.22403
1384	-3.15993	-4.29229
1385	-3.08424	-4.35925
1386	-3.00715	-4.42488
1387	-2.92867	-4.48915
1388	-2.84885	-4.55203
1389	-2.76768	-4.61349
1390	-2.68522	-4.67351
1391	-2.60147	-4.73206
1392	-2.51647	-4.7891
1393	-2.43024	-4.84462
1394	-2.34281	-4.89859
1395	-2.2542	-4.95098
1396	-2.16446	-5.00176
1397	-2.07359	-5.05092
1398	-1.98165	-5.09843
1399	-1.88864	-5.14426
1400	-1.79462	-5.1884
1401	-1.69959	-5.23081
1402	-1.60361	-5.27148
1403	-1.50669	-5.31039
1404	-1.40888	-5.34752
1405	-1.3102	-5.38284
1406	-1.21069	-5.41634
1407	-1.11039	-5.44799
1408	-1.00932	-5.47779
1409	-0.907515	-5.50571
1410	-0.80502	-5.53173
1411	-0.701866	-5.55584
1412	-0.598089	-5.57803
1413	-0.493724	-5.59827
1414	-0.388808	-5.61656
1415	-0.283378	-5.63288
1416	-0.177471	-5.64721
1417	-0.071124	-5.65955
1418	0.035625	-5.66989
1419	0.142739	-5.67821
1420	0.250179	-5.6845
1421	0.357906	-5.68875
1422	0.465882	-5.69096
1423	0.574069	-5.69112
1424	0.682427	-5.68922
1425	0.790916	-5.68525
1426	0.899498	-5.67921
1427	1.00813	-5.67109
1428	1.11678	-5.66089
1429	1.2254	-5.64861
1430	1.33395	-5.63424
1431	1.4424	-5.61778
1432	1.5507	-5.59923
1433	1.65881	-5.5786
1434	1.7667	-5.55587
1435	1.87431	-5.53105
1436	1.98162	-5.50415
1437	2.08857	-5.47517
1438	2.19514	-5.4441
1439	2.30128	-5.41096
1440	2.40694	-5.37575
1441	2.5121	-5.33848
1442	2.6167	-5.29915
1443	2.72071	-5.25777
1444	2.82409	-5.21435
1445	2.9268	-5.16889
1446	3.0288	-5.12142
1447	3.13004	-5.07193
1448	3.23049	-5.02044
1449	3.33012	-4.96696
1450	3.42887	-4.91151
1451	3.52671	-4.8541
1452	3.62361	-4.79474
1453	3.71951	-4.73346
1454	3.8144	-4.67025
1455	3.90822	-4.60515
1456	4.00094	-4.53817
1457	4.09252	-4.46933
1458	4.18292	-4.39864
1459	4.27211	-4.32614
1460	4.36005	-4.25183
1461	4.44671	-4.17574
1462	4.53204	-4.09789
1463	4.61602	-4.0183
1464	4.6986	-3.93701
1465	4.77976	-3.85402
1466	4.85945	-3.76938
1467	4.93765	-3.68309
1468	5.01432	-3.5952
1469	5.08943	-3.50572
1470	5.16295	-3.41469
1471	5.23483	-3.32213
1472	5.30506	-3.22807
1473	5.3736	-3.13254
1474	5.44043	-3.03557
1475	5.5055	-2.93719
1476	5.56879	-2.83744
1477	5.63028	-2.73634
1478	5.68993	-2.63394
1479	5.74771	-2.53025
1480	5.80361	-2.42532
1481	5.85759	-2.31918
1482	5.90963	-2.21187
1483	5.9597	-2.10342
1484	6.00778	-1.99386
1485	6.05384	-1.88324
1486	6.09786	-1.77159
1487	6.13983	-1.65895
1488	6.17971	-1.54536
1489	6.21748	-1.43085
1490	6.25313	-1.31546
1491	6.28664	-1.19924
1492	6.31798	-1.08222
1493	6.34714	-0.964448
1494	6.37411	-0.845959
1495	6.39886	-0.726795
1496	6.42137	-0.606999
1497	6.44165	-0.486611
1498	6.45966	-0.365675
1499	6.4754	-0.244232
1500	6.48885	-0.122326
